YearQuarterId,YearGroupId,Year,Quarter,FailureUnit,Zone,ZoneCategory,Location,LocationCategory,Direction
2018-Q1,G2018,2018,Q1,164,3,High,Morbihan ,D,North West
2021-Q4,G2021,2021,Q4,28,1,Low,Ardèche,D,South East
2017-Q4,G2017,2017,Q4,192,3,High,Seine-Maritime ,D,North
2015-Q1,G2015,2015,Q1,3552,4,Very High,Île-de-France,R,North Central
2014-Q2,G2014,2014,Q2,195,3,High,Loire,D,South East
2016-Q1,G2016,2016,Q1,304,4,Very High,Overseas,O,Nil
2021-Q2,G2021,2021,Q2,28,1,Low,Aube,D,North East
2022-Q4,G2022,2022,Q4,73,2,Medium,Guadeloupe,C,Nil
2022-Q1,G2022,2022,Q1,272,4,Very High,Seine-et-Marne,D,North Central
2019-Q4,G2019,2019,Q4,41,1,Low,Haute-Loire ,D,South East
2021-Q2,G2021,2021,Q2,55,2,Medium, Pyrénées-Orientales ,D,South
2016-Q3,G2016,2016,Q3,481,4,Very High,Nord,D,North
2014-Q2,G2014,2014,Q2,259,4,Very High,Bas-Rhin,D,North East
2024-Q2,G2024,2024,Q2,49,2,Medium,Deux-Sèvres,D,South West
2017-Q2,G2017,2017,Q2,103,3,High,Charente-Maritime,D,South West
2023-Q1,G2023,2023,Q1,349,4,Very High,Hérault ,D,South
2015-Q4,G2015,2015,Q4,302,4,Very High, Loire-Atlantique,D,West
2020-Q1,G2020,2020,Q1,103,3,High,Eure,D,North
2021-Q4,G2021,2021,Q4,4,1,Low,French Guiana,C,Nil
2017-Q1,G2017,2017,Q1,69,2,Medium,Corrèze ,D,South West
2015-Q2,G2015,2015,Q2,362,4,Very High,Alpes-Maritimes,D,South East
2021-Q2,G2021,2021,Q2,269,4,Very High,Pays de la Loire,R,West
2020-Q4,G2020,2020,Q4,175,3,High,Gironde,D,South West
2023-Q4,G2023,2023,Q4,47,2,Medium,Ardennes,D,North East
2022-Q1,G2022,2022,Q1,48,2,Medium, Lot-et-Garonne,D,South West
2017-Q4,G2017,2017,Q4,139,3,High, Martinique,C,Nil
2019-Q1,G2019,2019,Q1,118,3,High,Vendée,D,West
2023-Q2,G2023,2023,Q2,18,1,Low,Haute-Marne,D,North East
2023-Q4,G2023,2023,Q4,117,3,High,Ain,D,South East
2014-Q4,G2014,2014,Q4,73,2,Medium,Charente,D,South West
2017-Q2,G2017,2017,Q2,197,3,High,Essonne,D,North Central
2016-Q1,G2016,2016,Q1,152,3,High, Drôme,D,East
2021-Q4,G2021,2021,Q4,14,1,Low,Alpes-de-Haute-Provence,D,South East
2015-Q2,G2015,2015,Q2,127,3,High,Aisne,D,North
2016-Q1,G2016,2016,Q1,80,2,Medium,Manche,D,North
2020-Q2,G2020,2020,Q2,22,1,Low,Hautes-Alpes,D,South East
2015-Q1,G2015,2015,Q1,109,3,High,Somme,D,North
2022-Q2,G2022,2022,Q2,56,2,Medium, Landes ,D,South West
2023-Q4,G2023,2023,Q4,41,1,Low,Haute-Saône,D,East
2018-Q4,G2018,2018,Q4,34,1,Low,Haute-Saône,D,East
2023-Q3,G2023,2023,Q3,299,4,Very High,Seine-et-Marne,D,North Central
2024-Q4,G2024,2024,Q4,0,1,Low,Tarn-et-Garonne,D,South
2019-Q3,G2019,2019,Q3,157,3,High,Moselle,D,North East
2015-Q4,G2015,2015,Q4,84,2,Medium,Aude,D,South
2016-Q1,G2016,2016,Q1,152,3,High,Charente-Maritime,D,South West
2014-Q2,G2014,2014,Q2,74,2,Medium,Guadeloupe,C,Nil
2022-Q3,G2022,2022,Q3,54,2,Medium,Corse,R,South
2016-Q4,G2016,2016,Q4,14607,4,Very High,France,C,Nil
2015-Q4,G2015,2015,Q4,78,2,Medium, Landes ,D,South West
2014-Q4,G2014,2014,Q4,12,1,Low,Lozère ,D,South
2022-Q1,G2022,2022,Q1,190,3,High,Val-de-Marne,D,North Central
2020-Q2,G2020,2020,Q2,8,1,Low, Ariège,D,South
2021-Q2,G2021,2021,Q2,53,2,Medium,Calvados,D,North
2014-Q3,G2014,2014,Q3,32,1,Low,French Guiana,C,Nil
2024-Q1,G2024,2024,Q1,661,4,Very High, Normandie,R,North
2018-Q3,G2018,2018,Q3,45,1,Low,Nièvre ,D,East
2021-Q4,G2021,2021,Q4,37,1,Low,Aube,D,North East
2022-Q2,G2022,2022,Q2,869,4,Very High,Nouvelle-Aquitaine,R,South West
2021-Q2,G2021,2021,Q2,2,1,Low,Lozère ,D,South
2022-Q3,G2022,2022,Q3,186,3,High,Var ,D,South East
2024-Q2,G2024,2024,Q2,4167,4,Very High,Île-de-France,R,North Central
2022-Q4,G2022,2022,Q4,2545,4,Very High,Île-de-France,R,North Central
2015-Q4,G2015,2015,Q4,562,4,Very High,Bouches-du-Rhône,D,South East
2014-Q1,G2014,2014,Q1,40,1,Low,Aveyron,D,South
2020-Q1,G2020,2020,Q1,79,2,Medium, Indre-et-Loire,D,South West
2019-Q2,G2019,2019,Q2,39,1,Low,Aveyron,D,South
2022-Q3,G2022,2022,Q3,76,2,Medium,Maine-et-Loire,D,West
2017-Q2,G2017,2017,Q2,93,2,Medium, Dordogne,D,South West
2014-Q2,G2014,2014,Q2,561,4,Very High,Centre-Val de Loire,R,Central
2017-Q2,G2017,2017,Q2,31,1,Low,Aveyron,D,South
2021-Q3,G2021,2021,Q3,104,3,High,Val-d'Oise ,D,North Central
2024-Q1,G2024,2024,Q1,95,2,Medium,Aude,D,South
2016-Q2,G2016,2016,Q2,362,4,Very High,Overseas,O,Nil
2014-Q4,G2014,2014,Q4,552,4,Very High,Centre-Val de Loire,R,Central
2023-Q2,G2023,2023,Q2,116,3,High, Savoie ,D,South East
2019-Q1,G2019,2019,Q1,98,3,High, Drôme,D,East
2022-Q3,G2022,2022,Q3,310,4,Very High,Centre-Val de Loire,R,Central
2016-Q2,G2016,2016,Q2,253,4,Very High, Hauts-de-Seine,D,North Central
2019-Q3,G2019,2019,Q3,35,1,Low,Corse-du-Sud,D,South
2017-Q1,G2017,2017,Q1,55,2,Medium,Indre ,D,Central
2022-Q1,G2022,2022,Q1,51,2,Medium,Charente,D,South West
2020-Q3,G2020,2020,Q3,11,1,Low,Meuse ,D,North East
2020-Q2,G2020,2020,Q2,25,1,Low, Landes ,D,South West
2015-Q2,G2015,2015,Q2,624,4,Very High, Bretagne,R,North West
2017-Q2,G2017,2017,Q2,48,2,Medium,Orne,D,North
2024-Q1,G2024,2024,Q1,106,3,High, Landes ,D,South West
2022-Q2,G2022,2022,Q2,11,1,Low,Territoire de Belfort,D,East
2015-Q1,G2015,2015,Q1,73,2,Medium,Corrèze ,D,South West
2021-Q3,G2021,2021,Q3,68,2,Medium,Haut-Rhin ,D,North East
2024-Q2,G2024,2024,Q2,86,2,Medium,Aude,D,South
2024-Q4,G2024,2024,Q4,0,1,Low,Val-d'Oise ,D,North Central
2018-Q3,G2018,2018,Q3,46,2,Medium,Allier,D,South East
2014-Q2,G2014,2014,Q2,161,3,High,Oise,D,North
2022-Q4,G2022,2022,Q4,62,2,Medium,Côte-d'Or,D,East
2024-Q1,G2024,2024,Q1,152,3,High,Puy-de-Dôme,D,South East
2024-Q4,G2024,2024,Q4,0,1,Low,Pyrénées-Atlantiques ,D,South West
2024-Q4,G2024,2024,Q4,0,1,Low,Cantal,D,South East
2021-Q4,G2021,2021,Q4,12,1,Low,Haute-Marne,D,North East
2016-Q1,G2016,2016,Q1,52,2,Medium, Jura,D,East
2017-Q3,G2017,2017,Q3,26,1,Low,Meuse ,D,North East
2019-Q2,G2019,2019,Q2,29,1,Low,Orne,D,North
2015-Q2,G2015,2015,Q2,12,1,Low,Lozère ,D,South
2023-Q4,G2023,2023,Q4,82,2,Medium,Deux-Sèvres,D,South West
2020-Q2,G2020,2020,Q2,102,3,High,Yvelines ,D,North Central
2014-Q4,G2014,2014,Q4,94,2,Medium,Marne,D,North East
2019-Q3,G2019,2019,Q3,24,1,Low,Hautes-Alpes,D,South East
2014-Q2,G2014,2014,Q2,168,3,High,Haute-Savoie,D,South East
2017-Q1,G2017,2017,Q1,34,1,Low,Nièvre ,D,East
2016-Q3,G2016,2016,Q3,149,3,High, Ille-et-Vilaine ,D,North West
2017-Q4,G2017,2017,Q4,91,2,Medium,Aisne,D,North
2020-Q2,G2020,2020,Q2,33,1,Low, Côtes-d'Armor,D,North West
2017-Q1,G2017,2017,Q1,65,2,Medium,Guadeloupe,C,Nil
2019-Q3,G2019,2019,Q3,47,2,Medium, Cher,D,Central
2014-Q4,G2014,2014,Q4,60,2,Medium,Corrèze ,D,South West
2019-Q3,G2019,2019,Q3,34,1,Low,Cantal,D,South East
2018-Q4,G2018,2018,Q4,502,4,Very High,Bourgogne-Frenche-Comté,R,West
2020-Q1,G2020,2020,Q1,36,1,Low,Aube,D,North East
2014-Q1,G2014,2014,Q1,63,2,Medium, Jura,D,East
2021-Q2,G2021,2021,Q2,52,2,Medium, Indre-et-Loire,D,South West
2018-Q3,G2018,2018,Q3,76,2,Medium,Aube,D,North East
2020-Q1,G2020,2020,Q1,105,3,High,Yonne,D,East
2020-Q2,G2020,2020,Q2,24,1,Low,Tarn,D,South
2014-Q3,G2014,2014,Q3,303,4,Very High,Var ,D,South East
2014-Q1,G2014,2014,Q1,73,2,Medium,Yonne,D,East
2019-Q3,G2019,2019,Q3,77,2,Medium,Ain,D,South East
2017-Q3,G2017,2017,Q3,187,3,High,Seine-Maritime ,D,North
2022-Q3,G2022,2022,Q3,964,4,Very High,Provence-Alpes-Côte d'Azur,R,South East
2022-Q4,G2022,2022,Q4,494,4,Very High,Pays de la Loire,R,West
2024-Q4,G2024,2024,Q4,0,1,Low,Grand Est ,R,North East
2017-Q2,G2017,2017,Q2,218,3,High, Loire-Atlantique,D,West
2015-Q3,G2015,2015,Q3,64,2,Medium,Allier,D,South East
2018-Q1,G2018,2018,Q1,110,3,High, Indre-et-Loire,D,South West
2023-Q3,G2023,2023,Q3,107,3,High,Finistère,D,North West
2017-Q1,G2017,2017,Q1,338,4,Very High,Seine-et-Marne,D,North Central
2019-Q1,G2019,2019,Q1,229,4,Very High, Loire-Atlantique,D,West
2017-Q3,G2017,2017,Q3,25,1,Low,Ardennes,D,North East
2014-Q1,G2014,2014,Q1,3261,4,Very High,Île-de-France,R,North Central
2018-Q3,G2018,2018,Q3,70,2,Medium,Vienne,D,South West
2021-Q3,G2021,2021,Q3,34,1,Low, Meurthe-et-Moselle,D,North East
2014-Q3,G2014,2014,Q3,70,2,Medium, Dordogne,D,South West
2019-Q3,G2019,2019,Q3,99,3,High,Loiret ,D,Central
2024-Q4,G2024,2024,Q4,0,1,Low,Somme,D,North
2023-Q2,G2023,2023,Q2,338,4,Very High,Alpes-Maritimes,D,South East
2020-Q4,G2020,2020,Q4,17,1,Low,Haute-Marne,D,North East
2021-Q3,G2021,2021,Q3,38,1,Low, Dordogne,D,South West
2015-Q1,G2015,2015,Q1,39,1,Low,Nièvre ,D,East
2016-Q3,G2016,2016,Q3,28,1,Low,French Guiana,C,Nil
2014-Q3,G2014,2014,Q3,36,1,Low,Aveyron,D,South
2014-Q4,G2014,2014,Q4,48,2,Medium, Lot,D,South
2021-Q2,G2021,2021,Q2,26,1,Low,Sarthe,D,West
2020-Q2,G2020,2020,Q2,22,1,Low,Vienne,D,South West
2018-Q2,G2018,2018,Q2,117,3,High,Maine-et-Loire,D,West
2020-Q4,G2020,2020,Q4,16,1,Low,Cantal,D,South East
2019-Q4,G2019,2019,Q4,107,3,High,Pyrénées-Atlantiques ,D,South West
2015-Q4,G2015,2015,Q4,1610,4,Very High,Provence-Alpes-Côte d'Azur,R,South East
2015-Q4,G2015,2015,Q4,39,1,Low,Hautes-Alpes,D,South East
2015-Q2,G2015,2015,Q2,689,4,Very High, Normandie,R,North
2017-Q3,G2017,2017,Q3,19,1,Low,French Guiana,C,Nil
2022-Q4,G2022,2022,Q4,22,1,Low,Creuse,D,South West
2015-Q1,G2015,2015,Q1,136,3,High,Aude,D,South
2014-Q2,G2014,2014,Q2,108,3,High,Aisne,D,North
2020-Q4,G2020,2020,Q4,66,2,Medium, Martinique,C,Nil
2020-Q4,G2020,2020,Q4,47,2,Medium, Lot-et-Garonne,D,South West
2018-Q1,G2018,2018,Q1,86,2,Medium,Tarn-et-Garonne,D,South
2024-Q2,G2024,2024,Q2,152,3,High,Gard ,D,South
2015-Q4,G2015,2015,Q4,346,4,Very High,Haute-Garonne,D,South
2022-Q4,G2022,2022,Q4,6,1,Low,Lozère ,D,South
2015-Q1,G2015,2015,Q1,1138,4,Very High,Paris,D,North Central
2014-Q4,G2014,2014,Q4,80,2,Medium,Corse,R,South
2016-Q2,G2016,2016,Q2,58,2,Medium,Corrèze ,D,South West
2014-Q3,G2014,2014,Q3,90,2,Medium,Aude,D,South
2019-Q2,G2019,2019,Q2,73,2,Medium, Dordogne,D,South West
2023-Q2,G2023,2023,Q2,238,4,Very High,Val-d'Oise ,D,North Central
2015-Q2,G2015,2015,Q2,62,2,Medium,Yonne,D,East
2020-Q4,G2020,2020,Q4,16,1,Low,Haute-Loire ,D,South East
2014-Q2,G2014,2014,Q2,157,3,High, Saône-et-Loire,D,East
2021-Q3,G2021,2021,Q3,46,2,Medium,Maine-et-Loire,D,West
2019-Q1,G2019,2019,Q1,334,4,Very High,Seine-et-Marne,D,North Central
2021-Q3,G2021,2021,Q3,66,2,Medium,Charente-Maritime,D,South West
2018-Q1,G2018,2018,Q1,46,2,Medium, Haute-Corse,D,South
2021-Q3,G2021,2021,Q3,36,1,Low,Vendée,D,West
2021-Q2,G2021,2021,Q2,9,1,Low, Lot,D,South
2017-Q4,G2017,2017,Q4,49,2,Medium, Hautes-Pyrénées,D,South
2014-Q1,G2014,2014,Q1,123,3,High,Eure-et-Loir,D,Central
2017-Q2,G2017,2017,Q2,116,3,High,Calvados,D,North
2020-Q3,G2020,2020,Q3,115,3,High,Pas-de-Calais ,D,North
2018-Q1,G2018,2018,Q1,84,2,Medium,Guadeloupe,C,Nil
2017-Q3,G2017,2017,Q3,72,2,Medium,Eure,D,North
2020-Q2,G2020,2020,Q2,34,1,Low,Allier,D,South East
2015-Q2,G2015,2015,Q2,93,2,Medium,Manche,D,North
2023-Q4,G2023,2023,Q4,578,4,Very High,Bourgogne-Frenche-Comté,R,West
2019-Q1,G2019,2019,Q1,455,4,Very High,Gironde,D,South West
2017-Q1,G2017,2017,Q1,153,3,High, Pyrénées-Orientales ,D,South
2015-Q2,G2015,2015,Q2,761,4,Very High,Pays de la Loire,R,West
2022-Q1,G2022,2022,Q1,125,3,High,Moselle,D,North East
2017-Q1,G2017,2017,Q1,357,4,Very High,Isère ,D,South East
2020-Q2,G2020,2020,Q2,108,3,High,Isère ,D,South East
2018-Q4,G2018,2018,Q4,14,1,Low,French Teritories,OFOT,Nil
2019-Q2,G2019,2019,Q2,104,3,High,Ain,D,South East
2023-Q1,G2023,2023,Q1,27,1,Low, Lot,D,South
2024-Q3,G2024,2024,Q3,84,2,Medium, Doubs,D,East
2024-Q3,G2024,2024,Q3,232,4,Very High, Loire-Atlantique,D,West
2020-Q2,G2020,2020,Q2,229,4,Very High,Pays de la Loire,R,West
2014-Q3,G2014,2014,Q3,97,2,Medium,Aisne,D,North
2014-Q3,G2014,2014,Q3,1140,4,Very High,Hauts-de-France,R,North
2019-Q4,G2019,2019,Q4,512,4,Very High,Bourgogne-Frenche-Comté,R,West
2023-Q2,G2023,2023,Q2,237,4,Very High,Pas-de-Calais ,D,North
2017-Q1,G2017,2017,Q1,83,2,Medium,Somme,D,North
2014-Q1,G2014,2014,Q1,107,3,High,Somme,D,North
2023-Q4,G2023,2023,Q4,28,1,Low,French Teritories,OFOT,Nil
2021-Q1,G2021,2021,Q1,614,4,Very High,Nouvelle-Aquitaine,R,South West
2015-Q4,G2015,2015,Q4,201,3,High, Ille-et-Vilaine ,D,North West
2020-Q3,G2020,2020,Q3,108,3,High,Haut-Rhin ,D,North East
2019-Q2,G2019,2019,Q2,1061,4,Very High,Nouvelle-Aquitaine,R,South West
2022-Q4,G2022,2022,Q4,119,3,High,Pyrénées-Atlantiques ,D,South West
2022-Q3,G2022,2022,Q3,23,1,Low,Nièvre ,D,East
2024-Q4,G2024,2024,Q4,0,1,Low,Tarn,D,South
2021-Q4,G2021,2021,Q4,882,4,Very High,Provence-Alpes-Côte d'Azur,R,South East
2016-Q4,G2016,2016,Q4,31,1,Low,Haute-Marne,D,North East
2024-Q4,G2024,2024,Q4,0,1,Low,Haute-Marne,D,North East
2016-Q1,G2016,2016,Q1,354,4,Very High,Seine-et-Marne,D,North Central
2021-Q2,G2021,2021,Q2,214,3,High,Hérault ,D,South
2016-Q4,G2016,2016,Q4,135,3,High,Vaucluse ,D,South East
2017-Q3,G2017,2017,Q3,967,4,Very High,Occitanie ,R,South
2023-Q4,G2023,2023,Q4,100,3,High,Somme,D,North
2021-Q4,G2021,2021,Q4,100,3,High,Vaucluse ,D,South East
2019-Q2,G2019,2019,Q2,1020,4,Very High,Occitanie ,R,South
2019-Q1,G2019,2019,Q1,83,2,Medium,Aisne,D,North
2017-Q3,G2017,2017,Q3,6,1,Low,Creuse,D,South West
2022-Q1,G2022,2022,Q1,39,1,Low,Corse,R,South
2014-Q1,G2014,2014,Q1,78,2,Medium,Charente,D,South West
2024-Q3,G2024,2024,Q3,269,4,Very High,Var ,D,South East
2023-Q3,G2023,2023,Q3,447,4,Very High, Normandie,R,North
2018-Q1,G2018,2018,Q1,152,3,High,Moselle,D,North East
2016-Q1,G2016,2016,Q1,162,3,High,Vendée,D,West
2017-Q1,G2017,2017,Q1,8,1,Low,French Teritories,OFOT,Nil
2016-Q2,G2016,2016,Q2,1742,4,Very High, Auvergne-Rhône-Alpes ,R,South East
2024-Q2,G2024,2024,Q2,1351,4,Very High,Occitanie ,R,South
2014-Q3,G2014,2014,Q3,146,3,High,Morbihan ,D,North West
2022-Q1,G2022,2022,Q1,76,2,Medium,Puy-de-Dôme,D,South East
2022-Q3,G2022,2022,Q3,19,1,Low,Aveyron,D,South
2017-Q4,G2017,2017,Q4,131,3,High,Corse,R,South
2022-Q4,G2022,2022,Q4,20,1,Low,French Guiana,C,Nil
2016-Q1,G2016,2016,Q1,121,3,High,Aude,D,South
2024-Q2,G2024,2024,Q2,61,2,Medium, Lot-et-Garonne,D,South West
2024-Q1,G2024,2024,Q1,130,3,High, Savoie ,D,South East
2018-Q2,G2018,2018,Q2,108,3,High, Côtes-d'Armor,D,North West
2019-Q1,G2019,2019,Q1,55,2,Medium, Cher,D,Central
2024-Q1,G2024,2024,Q1,99,3,High, Dordogne,D,South West
2019-Q1,G2019,2019,Q1,66,2,Medium,Yonne,D,East
2023-Q4,G2023,2023,Q4,32,1,Low,Hautes-Alpes,D,South East
2023-Q3,G2023,2023,Q3,51,2,Medium, Hautes-Pyrénées,D,South
2015-Q1,G2015,2015,Q1,87,2,Medium,Deux-Sèvres,D,South West
2022-Q1,G2022,2022,Q1,53,2,Medium,Tarn,D,South
2021-Q4,G2021,2021,Q4,57,2,Medium,Vienne,D,South West
2022-Q2,G2022,2022,Q2,87,2,Medium,Loiret ,D,Central
2017-Q3,G2017,2017,Q3,42,1,Low,Ardèche,D,South East
2020-Q3,G2020,2020,Q3,144,3,High,Bas-Rhin,D,North East
2016-Q4,G2016,2016,Q4,67,2,Medium,Ardèche,D,South East
2016-Q2,G2016,2016,Q2,146,3,High,Maine-et-Loire,D,West
2022-Q4,G2022,2022,Q4,383,4,Very High,Seine-Saint-Denis,D,North Central
2014-Q1,G2014,2014,Q1,72,2,Medium,Ardennes,D,North East
2023-Q3,G2023,2023,Q3,1209,4,Very High,Provence-Alpes-Côte d'Azur,R,South East
2024-Q3,G2024,2024,Q3,221,3,High,Seine-Maritime ,D,North
2022-Q1,G2022,2022,Q1,70,2,Medium,Ain,D,South East
2014-Q2,G2014,2014,Q2,62,2,Medium, Jura,D,East
2018-Q1,G2018,2018,Q1,150,3,High,Pyrénées-Atlantiques ,D,South West
2020-Q3,G2020,2020,Q3,116,3,High,Seine-Maritime ,D,North
2024-Q3,G2024,2024,Q3,79,2,Medium,Corse,R,South
2019-Q4,G2019,2019,Q4,114,3,High,Loiret ,D,Central
2024-Q4,G2024,2024,Q4,0,1,Low,Puy-de-Dôme,D,South East
2024-Q3,G2024,2024,Q3,630,4,Very High,Bouches-du-Rhône,D,South East
2014-Q3,G2014,2014,Q3,40,1,Low,Corrèze ,D,South West
2024-Q2,G2024,2024,Q2,93,2,Medium, Landes ,D,South West
2023-Q4,G2023,2023,Q4,74,2,Medium,Yonne,D,East
2017-Q1,G2017,2017,Q1,91,2,Medium,Allier,D,South East
2023-Q1,G2023,2023,Q1,237,4,Very High,Val-d'Oise ,D,North Central
2016-Q1,G2016,2016,Q1,1323,4,Very High,Grand Est ,R,North East
2018-Q2,G2018,2018,Q2,45,1,Low, Gers,D,South
2018-Q4,G2018,2018,Q4,3446,4,Very High,Île-de-France,R,North Central
2024-Q4,G2024,2024,Q4,0,1,Low,Haute-Garonne,D,South
2014-Q1,G2014,2014,Q1,105,3,High,Manche,D,North
2024-Q1,G2024,2024,Q1,109,3,High, Saône-et-Loire,D,East
2024-Q3,G2024,2024,Q3,236,4,Very High,Bas-Rhin,D,North East
2016-Q4,G2016,2016,Q4,167,3,High,La Réunion,C,Nil
2015-Q1,G2015,2015,Q1,322,4,Very High,Seine-et-Marne,D,North Central
2019-Q3,G2019,2019,Q3,389,4,Very High,Centre-Val de Loire,R,Central
2021-Q2,G2021,2021,Q2,1714,4,Very High,Île-de-France,R,North Central
2016-Q3,G2016,2016,Q3,34,1,Low, Gers,D,South
2015-Q2,G2015,2015,Q2,46,2,Medium, Hautes-Pyrénées,D,South
2019-Q4,G2019,2019,Q4,56,2,Medium, Saône-et-Loire,D,East
2021-Q4,G2021,2021,Q4,83,2,Medium,Moselle,D,North East
2021-Q3,G2021,2021,Q3,21,1,Low,Corse,R,South
2021-Q3,G2021,2021,Q3,393,4,Very High,Paris,D,North Central
2020-Q3,G2020,2020,Q3,39,1,Low,Somme,D,North
2014-Q4,G2014,2014,Q4,97,2,Medium,Sarthe,D,West
2019-Q4,G2019,2019,Q4,305,4,Very High,Var ,D,South East
2024-Q2,G2024,2024,Q2,47,2,Medium,Ardennes,D,North East
2019-Q3,G2019,2019,Q3,50,2,Medium,Vienne,D,South West
2018-Q3,G2018,2018,Q3,104,3,High,Pyrénées-Atlantiques ,D,South West
2014-Q3,G2014,2014,Q3,568,4,Very High,Bourgogne-Frenche-Comté,R,West
2024-Q4,G2024,2024,Q4,0,1,Low,Morbihan ,D,North West
2018-Q3,G2018,2018,Q3,31,1,Low, Lot,D,South
2016-Q1,G2016,2015,Q1,16,1,Low,French Guiana,C,Nil
2017-Q4,G2017,2017,Q4,1622,4,Very High, Auvergne-Rhône-Alpes ,R,South East
2017-Q4,G2017,2017,Q4,131,3,High, Meurthe-et-Moselle,D,North East
2020-Q2,G2020,2020,Q2,20,1,Low,Charente,D,South West
2016-Q4,G2016,2016,Q4,347,4,Very High,Isère ,D,South East
2024-Q3,G2024,2024,Q3,1252,4,Very High,Nouvelle-Aquitaine,R,South West
2016-Q1,G2016,2016,Q1,109,3,High,Somme,D,North
2019-Q2,G2019,2019,Q2,226,4,Very High, Loire-Atlantique,D,West
2019-Q1,G2019,2019,Q1,50,2,Medium,Mayenne,D,West
2016-Q1,G2016,2016,Q1,119,3,High,Côte-d'Or,D,East
2022-Q4,G2022,2022,Q4,237,4,Very High,Var ,D,South East
2016-Q4,G2016,2016,Q4,103,3,High, Savoie ,D,South East
2018-Q1,G2018,2018,Q1,149,3,High,Finistère,D,North West
2015-Q4,G2015,2015,Q4,134,3,High, Drôme,D,East
2020-Q2,G2020,2020,Q2,256,4,Very High, Bretagne,R,North West
2024-Q4,G2024,2024,Q4,0,1,Low, Cher,D,Central
2014-Q2,G2014,2014,Q2,295,4,Very High,Pas-de-Calais ,D,North
2014-Q4,G2014,2014,Q4,155,3,High,La Réunion,C,Nil
2019-Q2,G2019,2019,Q2,56,2,Medium,Corrèze ,D,South West
2019-Q3,G2019,2019,Q3,24,1,Low, Ariège,D,South
2016-Q1,G2016,2016,Q1,461,4,Very High,Alpes-Maritimes,D,South East
2017-Q3,G2017,2017,Q3,64,2,Medium,Loir-et-Cher,D,Central
2018-Q2,G2018,2018,Q2,318,4,Very High,Seine-et-Marne,D,North Central
2016-Q2,G2016,2016,Q2,81,2,Medium,Corse-du-Sud,D,South
